STORE_ID,BUSINESS_MONTH,TOTAL_SALES,TOTAL_ORDER,DELIVERY_SALES,NON_DELIVERY_SALES,DELIVERY_ORDER,NON_DELIVERY_ORDER,DINEIN_SALES,DINEIN_ORDER,TAKEAWAY_SALES,TAKEAWAY_ORDER,DNP_ORDER,SWIGGY_DELIVERY_SALES,SWIGGY_DELIVERY_ORDER,ZOMATO_DELIVERY_SALES,ZOMATO_DELIVERY_ORDER,AMAZON_FOODS_DELIVERY_SALES,AMAZON_FOODS_DELIVERY_ORDER,AMAZON_FOODS_DINEIN_SALES,AMAZON_FOODS_DINEIN_ORDER,AMAZON_FOODS_TAKEAWAY_SALES,AMAZON_FOODS_TAKEAWAY_ORDER,GPAY_DELIVERY_SALES,GPAY_DELIVERY_ORDER,GPAY_DINEIN_SALES,GPAY_DINEIN_ORDER,GPAY_TAKEAWAY_SALES,GPAY_TAKEAWAY_ORDER,PAYTM_MICROAPP_DELIVERY_SALES,PAYTM_MICROAPP_DELIVERY_ORDER,PAYTM_MICROAPP_TAKEAWAY_SALES,PAYTM_MICROAPP_TAKEAWAY_ORDER,PAYTM_MICROAPP_DINEIN_SALES,PAYTM_MICROAPP_DINEIN_ORDER,PHONEPE_DELIVERY_SALES,PHONEPE_DELIVERY_ORDER,DESKTOP_DELIVERY_SALES,DESKTOP_DELIVERY_ORDER,DESKTOP_TAKEAWAY_SALES,DESKTOP_TAKEAWAY_ORDER,IRCTC_DELIVERY_SALES,IRCTC_DELIVERY_ORDER,NEW_APP_ANDROID_DELIVERY_SALES,NEW_APP_ANDROID_DELIVERY_ORDER,NEW_APP_ANDROID_DINEIN_SALES,NEW_APP_ANDROID_DINEIN_ORDER,NEW_APP_ANDROID_DRIVE_PICK_SALES,NEW_APP_ANDROID_DRIVE_PICK_ORDER,NEW_APP_ANDROID_TAKEAWAY_SALES,NEW_APP_ANDROID_TAKEAWAY_ORDER,NEW_APP_IPHONE_DELIVERY_SALES,NEW_APP_IPHONE_DELIVERY_ORDER,NEW_APP_IPHONE_DRIVE_PICK_SALES,NEW_APP_IPHONE_DRIVE_PICK_ORDER,NEW_APP_IPHONE_TAKEAWAY_SALES,NEW_APP_IPHONE_TAKEAWAY_ORDER,PWA_DELIVERY_SALES,PWA_DELIVERY_ORDER,PWA_DINEIN_SALES,PWA_DINEIN_ORDER,PWA_TAKEAWAY_SALES,PWA_TAKEAWAY_ORDER,CALL_CENTER_DELIVERY_SALES,CALL_CENTER_DELIVERY_ORDER,CALL_CENTER_TAKEAWAY_SALES,CALL_CENTER_TAKEAWAY_ORDER,PHONE_DELIVERY_SALES,PHONE_DELIVERY_ORDER,DINEIN_CHANNEL_SALES,DINEIN_CHANNEL_ORDER,ODC_DINEIN_SALES,ODC_DINEIN_ORDER,DINEIN_TAKEAWAY_SALES,DINEIN_TAKEAWAY_ORDER,KIOSK_DINEIN_SALES,KIOSK_DINEIN_ORDER,KIOSK_TAKEAWAY_SALES,KIOSK_TAKEAWAY_ORDER,OLD_APP_ANDROID_TAKEAWAY_SALES,OLD_APP_ANDROID_TAKEAWAY_ORDER,OLD_APP_IPHONE_TAKEAWAY_SALES,OLD_APP_IPHONE_TAKEAWAY_ORDER
AAI66679,9/4/2022,3313455.93,6911,3393996.94,931469.99,4933,3177,576196.43,1331,354373.57,746,1,556953.13,1135,519753.36,1131,,1,,1,,1,,1,,1,,1,373.33,1,,1,,1,,1,31695.31,43,731,3,,1,939767.91,1993,43713.7,113,,1,39973.11,116,331495.93,633,,1,15519.14,31,91363.97,174,1359.66,4,3793,9,16953.99,33,595,3,19953.53,33,533996.55,1311,,1,195673.43,595,,1,,1,,1,,1
AAI64331,9/4/2022,1943399.19,4631,971117.93,973391.36,3371,3361,533793.39,1377,449497.99,1194,1,347719.95,593,376677.34,697,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,3319.99,6,1153,3,,1,317631.3,714,39331.63,93,,1,74376.55,191,116953.43,313,,1,39593.19,57,19135.16,39,3353,5,9116.39,17,3711.99,3,3139.14,4,5171.79,7,474511.19,1161,,1,333541.93,914,,1,,1,,1,,1
AAI66351,9/4/2022,3161993.93,4935,1431931.11,741161.91,3931,1915,343671.17,635,497391.74,1391,1,131711.46,369,449519.95,974,,1,,1,,1,,1,,1,,1,339.33,1,,1,,1,,1,4397.55,6,1573,3,,1,511133.53,1161,34614.35,91,,1,99131.9,319,377336.15,476,,1,36639.45,65,34631.3,63,3199,4,7339.94,17,7373.63,16,4554.56,9,16443.53,56,199511.33,511,,1,359163.99,979,,1,,1,,1,,1
AAI64339,9/4/2022,3494373.44,9191,3379379.54,1315193.9,5314,3967,697191.14,3179,519113.76,1699,1,339639.97,559,549419.13,1394,,1,,1,,1,,1,,1,,1,3949.65,6,,1,991.33,3,,1,9933.31,14,345,5,3943.59,7,991919.53,3435,59917.99,175,,1,95516.67,341,433399.91,961,,1,39359.94,113,45933.37,99,4715.91,15,11696.99,39,14737.93,31,3996,13,3939.37,31,611497.36,1933,,1,369319.17,1191,,1,,1,,1,,1
AAI65911,9/4/2022,1196963.65,3711,,1196963.65,1,3711,1195649.13,3416,111314.53,394,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,393.71,1,334.5,3,,1,,1,,1,,1,,1,36375.75,131,,1,33577.91,119,,1,,1,11115.97,31,,1,1113,3,999.5,1,,1,,1,,1,1135315.99,3349,,1,67339.43,154,,1,,1,,1,,1
AAI63941,9/4/2022,1113134.94,3113,916379.31,195745.53,3391,733,49119.35,175,147637.39,557,1,77463.9,199,317195.41,777,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,1191.71,3,,1,,1,437771.13,1314,5674.61,33,,1,19135.1,99,61377.34,139,,1,3334.49,11,16379.34,39,,1,1115,3,3717.75,5,,1,3715.94,17,41197.69,151,,1,135163.7,456,,1,,1,,1,,1
AAI65997,9/4/2022,3133673.69,7313,3416971.5,615911.19,5496,1716,395114.64,1139,331796.54,677,1,447363.34,933,541933.49,1399,,1,,1,,1,,1,,1,,1,946.19,3,,1,,1,,1,19363.36,36,451.57,1,,1,1137656.47,3459,37393.13,91,,1,51969.96,334,357614.74,535,,1,13973.51,31,116111.71,319,3144.9,4,3537,9,11313.44,19,1534.14,4,5991.97,15,349979.77,937,,1,151441.36,419,,1,,1,,1,,1
AAI67316,9/4/2022,3314661.99,5419,1591764.96,613995.93,3933,1595,319319.49,541,395596.44,1145,1,339143.96,551,344993.53,911,,1,,1,,1,,1,,1,,1,761.37,3,,1,,1,,1,4491.13,6,194,1,,1,755437.71,1939,13957,43,,1,31313.79,113,166335.19,373,,1,7514.51,31,44151.36,119,139,3,3169.66,6,5664.69,9,953,3,31917.33,16,195539.13,476,,1,353663.49,913,,1,,1,,1,,1
AAI64313,9/4/2022,1743617.95,4311,1165795.93,577933.13,3595,1616,369993.91,993,317939.11,634,1,91547.73,315,313941.11,641,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,6143.64,11,391,1,,1,566137.73,1363,59736.76,141,,1,94153.49,399,116495.39,341,,1,34919.4,67,35139.94,66,1163.66,3,5436,14,19476.33,36,1693.57,7,39316.99,35,313116.15,931,,1,91567.65,337,,1,,1,,1,,1
AAI64173,9/4/2022,1733334.9,4767,1115131.63,619314.39,3961,1916,319939.31,957,399396.17,949,1,139119.36,336,335943.13,934,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,1593.51,4,,1,,1,539917.31,1445,39371.61,96,,1,43111.33,139,96611.13,194,,1,3641,13,15315.7,39,911,4,1313,4,6169.43,9,,1,1563.16,33,394131.35,953,,1,353531.95,793,,1,,1,,1,,1
AAI63993,9/4/2022,1171369.94,3453,716539.19,363931.76,1749,713,67156.97,133,396774.99,571,1,146336.16,416,377913.77,653,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,1393.66,3,3447.67,1,,1,169764.31,455,34463.16,56,,1,53161.35,159,91446.14,193,,1,34713.9,76,17751.66,36,795,3,13556.94,19,1313.66,3,1466,3,3139.13,3,39463.56,49,,1,191531.33,313,,1,,1,,1,,1
AAI66699,9/4/2022,1191117.94,3347,,1191117.94,1,3347,797311.36,1459,393916.69,799,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,797311.36,1459,,1,393916.69,799,,1,,1,,1,,1
AAI66517,9/4/2022,3435343.75,9136,3515436.75,919917,5734,3413,539639.14,1334,391377.96,1179,1,313119.79,515,479317.34,1195,,1,,1,,1,,1,,1,,1,416.9,1,,1,,1,,1,6513.63,13,,1,,1,1334175.11,3119,33515.79,64,,1,47961.71,174,413119.94,915,,1,14511.11,41,79955.13,171,1164,7,3349.14,11,33961.97,44,3534.57,9,76199.35,73,514176.13,1156,,1,333131.43,945,,1,,1,,1,,1
AAI64134,9/4/2022,3133173.3,5195,1337134.46,695147.94,3111,3195,314641.67,953,391416.17,1333,1,336335.73,734,73931.13,161,,1,,1,,1,,1,,1,,1,733.33,1,199,1,,1,,1,3793.53,3,,1,,1,639319.73,1565,39611.15,133,,1,149199.14,463,339699.95,451,,1,79316.35,179,39531.44,74,1371,3,4111.14,9,4693.5,5,5939.56,7,3143.14,7,341944.44,679,,1,153955.19,576,,1,,1,,1,,1
AAI66199,9/4/2022,3779914.65,7933,3975999.6,913915.15,5333,3591,315493.93,616,699331.13,1994,1,634135.6,1131,733911.94,1363,,1,,1,,1,,1,,1,,1,491.33,1,,1,,1,,1,41999.39,37,3394.71,5,,1,933337.91,1919,93431.99,363,,1,151933.15,394,377931.76,697,,1,34596.44,51,61397.11,115,3734.71,11,6617.66,36,91193.79,54,7996.47,13,13933.99,37,95119.79,369,,1,514913.9,1515,,1,,1,,1,,1
AAI66333,9/4/2022,3149677.39,5491,1331391.99,919395.39,3631,3969,695316.57,3133,333199.93,747,1,345454.56,513,169531.96,331,,1,,1,,1,,1,,1,,1,371.33,1,49,1,334.14,1,,1,9999.73,16,3965,11,,1,496499.13,1171,69133.14,199,,1,53119.33,319,354997.6,513,,1,39499.76,73,31111.99,61,3536.94,6,4761.99,13,9313.74,33,3619.39,11,15135.15,15,591343.96,1956,,1,141396.69,431,,1,,1,,1,,1
AAI66635,9/4/2022,3177991.3,6115,1136134.61,1141945.69,3777,3339,433193.43,1335,619763.37,3113,1,115194.36,399,315999.79,531,,1,,1,,1,,1,,1,,1,1344.49,3,,1,549,1,,1,3179.37,6,313,3,,1,619567.99,1511,91543.99,331,,1,97139.49,316,154591.74,337,,1,39373.33,111,39531.13,61,1193.14,3,4331.45,11,13373.73,35,5173.99,13,5564.43,16,331735.61,1156,,1,463655.13,1593,,1,,1,,1,,1
AAI67145,9/4/2022,3935111.63,6439,1331514.46,1614496.16,3951,3599,919313.45,1913,695193.71,1677,1,44597.73,111,111391.61,395,,1,,1,,1,,1,,1,,1,,1,1179,3,,1,,1,7156.39,7,396,1,,1,677914.71,1736,63313.91,137,,1,133349.93,337,353337.93,517,,1,65544.15,116,51616.67,119,5133.77,9,13541.13,34,15643.99,33,13653.39,39,61176.65,93,931699.34,1713,,1,469533.34,1177,,1,,1,,1,,1
AAI66365,9/4/2022,3369671.94,7131,1355653.13,913119.93,3994,3347,331116.4,949,693113.53,3399,1,13336.96,39,,1,,1,,1,,1,,1,,1,,1,531.33,1,399,3,,1,,1,14153.33,47,333,4,,1,1111963.49,3911,111595.34,477,,1,194199.13,959,364313.73,731,,1,37113.49,144,49317.39,139,1653.9,9,9363.33,35,13153.31,39,1964.57,3,1334.59,9,91919.57,355,,1,451154.13,1363,,1,,1,,1,,1
AAI63964,9/4/2022,3344656.33,5164,1919311.35,436445.97,3495,1579,394141.97,1169,153315,511,1,369533.99,713,563595.43,1197,,1,,1,,1,,1,,1,,1,,1,,1,69,1,,1,31613.99,31,699,1,,1,435931.9,974,13991.7,49,,1,37153.13,115,345363.34,614,,1,35991.96,61,43993.93,93,159,3,3997.14,11,17949.91,39,493,3,13543.9,55,361979.79,994,,1,94193.97,331,,1,,1,,1,,1
AAI66415,9/4/2022,4319131.63,11543,3175469.99,1143651.74,9174,3469,954149.41,3619,399513.33,959,1,1116793.74,3615,914577.14,3363,,1,,1,,1,,1,,1,,1,631.33,1,69,1,1111.14,4,,1,17561.45,31,674.14,3,,1,916741.73,3439,95144.63,319,,1,61991.33,341,394615.99,631,,1,33139.5,55,41371.97,76,795.33,3,7453.17,19,11491.44,13,3539.14,7,3719.31,17,739173.19,3331,,1,193759.15,534,,1,,1,,1,,1
AAI64156,9/4/2022,1613154.49,4331,931343.35,691911.13,3136,3114,361719.93,991,431111.31,1333,1,113173.75,331,333737.43,511,,1,,1,,1,,1,,1,,1,667.49,1,1169,3,,1,,1,3315.53,3,964,3,,1,394534.39,993,61356.19,169,,1,95941.15,354,141749.43,314,,1,51537.94,111,35117.93,53,9933.69,19,4136.65,15,7193.44,13,1177.17,3,14995.31,31,173159.19,649,,1,377595.4,935,,1,,1,,1,,1
AAI64337,9/4/2022,1919139.56,3619,757353.11,1161796.55,1339,3369,614515.59,1451,456371.97,919,1,159131.54,361,331113.96,364,,1,,1,,1,,1,,1,,1,,1,,1,139,1,,1,9351.59,9,,1,,1,339657.43,499,33693.16,53,,1,33936.53,56,91435.16,159,,1,19313.39,31,15961.74,34,199,1,,1,11159.3,16,3999.14,1,11655.51,19,571974.56,1374,,1,411133.13,731,,1,,1,,1,,1
AAI66373,9/4/2022,3973931.9,6675,3511346.54,473574.36,5339,1437,379555.1,736,193119.16,711,1,756936.73,1391,579195.53,1344,,1,,1,,1,,1,,1,,1,913.19,3,395,3,,1,,1,31195.93,33,347,3,,1,793991.59,1917,93336.36,336,,1,93793.33,493,394141.13,554,,1,11491.9,36,54973.63,96,4174.94,15,4913.57,19,14595.93,13,1169,4,9435.13,11,175194.44,335,,1,91131.47,155,,1,,1,,1,,1
AAI65915,9/4/2022,3551154.13,5431,1137493.99,1533561.15,1793,3639,961613.64,3131,663949.41,1619,1,33369.19,36,137391.16,339,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,9141.97,9,3137.9,3,,1,413999.54,931,43795.93,116,,1,95114.19,331,331996.39,356,,1,34351.4,51,66333.3,113,1366.55,3,9313.33,19,71933.36,99,13911.94,33,115553.39,131,914173.39,1995,,1,531351.97,1393,,1,,1,,1,,1
AAI64314,9/4/2022,1311346.34,3933,559719.44,651537.9,1333,1611,313654.19,956,347973.73,744,1,14919.97,41,115955.39,394,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,346.33,1,,1,,1,319753.76,537,35539.99,71,,1,96715.9,353,143137.13,393,,1,69691.97,116,17145.1,39,1366,3,4356.14,9,11436.95,33,11765.71,31,51344.13,37,361964.13,749,,1,166345.1,349,,1,,1,,1,,1
AAI64413,9/4/2022,965339.74,3933,,965339.74,1,3933,63754.13,369,911475.63,3654,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,331.66,1,,1,,1,361.39,5,,1,,1,33395.57,114,,1,37596.79,156,,1,,1,11116.4,39,,1,331.66,1,543,4,,1,499,1,,1,35774.39,147,,1,953571.16,3461,,1,,1,,1,,1
AAI66333,9/4/2022,4594419.16,9443,1349999.19,3345539.99,3736,6716,3439954.93,5315,915574.15,1491,1,136116.73,339,311349.47,591,,1,,1,,1,,1,,1,,1,331.96,1,733.57,1,,1,,1,6535.13,11,3763,7,,1,565744.15,1313,64937.65,155,,1,59976.14,136,333461.67,415,,1,34719.79,43,51995.14,99,3156.66,7,5354.14,13,19943.47,35,3396.95,5,46743.56,73,3346133.11,5117,,1,719643.57,1397,,1,,1,,1,,1
AAI64391,9/4/2022,3349399.97,5694,1969333.19,391166.69,4335,1359,147441.93,515,333635.97,954,1,199155.66,463,463913.99,1117,,1,,1,,1,,1,,1,,1,1715.74,5,196,1,336,3,,1,31199.61,35,,1,,1,919977.7,3149,14111.6,44,,1,39333.39,149,393547.3,591,,1,13761.43,43,63419.96,131,336,3,3195.14,13,31953.94,34,1915,3,9469.59,31,139967.19,449,,1,176436.11,649,,1,,1,,1,,1
AAI64149,9/4/2022,1411639.79,4314,697931,713699.79,1693,3531,336935.47,953,475764.33,1669,1,67691.19,147,135957.33,313,,1,,1,,1,,1,,1,,1,469.47,1,,1,49,1,,1,919.15,4,,1,33114.14,59,317369.36,967,56431.44,173,,1,111633.91,437,113375.76,356,,1,33671.59,73,16771.7,37,4331.37,9,7765.57,15,7734.76,4,1154,3,4759.36,5,159395.11,633,,1,331639.36,1141,,1,,1,,1,,1
AAI63959,9/4/2022,3196491.57,5191,1639399.34,449193.33,3939,1361,36366.47,119,411936.96,1343,1,334751.37,539,393641.53,957,,1,,1,,1,,1,,1,,1,661.56,3,,1,,1,,1,11115.35,19,,1,,1,673117.43,1696,15447.99,56,,1,96994.99,399,369314.53,597,,1,33179.14,74,45591.13,99,499,1,11617.39,31,16947.76,19,1691,4,6579.7,33,11999.51,37,,1,369456.55,945,,1,,1,,1,,1
AAI66596,9/4/2022,3179937.39,5194,695369.93,1393567.46,1551,3543,779946.49,1933,613731.97,1611,1,37773.45,97,157693.46,354,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,916.57,3,693,1,,1,353657.33,919,93115.33,393,,1,159714.37,431,137596.47,353,,1,43916.61,91,9437.17,19,3939.71,7,5313.13,16,7695.14,11,9334.99,15,731.33,6,636469.67,1535,,1,396771.97,1156,,1,,1,,1,,1
AAI66951,9/4/2022,3796317.45,6739,1461394.59,1335933.96,3379,3351,494331.54,1377,951593.33,3173,1,351196.96,563,371591.44,614,,1,,1,,1,,1,,1,,1,797.95,3,1769,6,439,1,,1,4136.63,9,4195.67,9,,1,615636.9,1533,94916.15,353,,1,199933.36,579,361313.55,573,,1,111613.13,359,41163.79,76,7459.15,31,19667.56,57,4951.69,11,11744.74,31,11937.9,11,343111.34,919,,1,514799.96,1135,,1,,1,,1,,1
AAI64355,9/4/2022,1946569.33,4179,1199393.17,649196.16,3715,1474,365711.94,915,393474.33,569,1,177543.99,393,379339.33,576,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,9959.41,17,341,1,,1,569715.61,1399,35769.13,71,,1,53573.31,134,119193.77,347,,1,11165.16,31,36169.49,57,1113.14,3,964,3,4747.93,6,3195.14,3,13734.97,31,331933.33,917,,1,315447.71,417,,1,,1,,1,,1
AAI65794,9/4/2022,4314471.94,9569,3311311.94,993371,6941,3639,511194.63,1516,393175.39,1133,1,597411.79,1319,599471.96,1339,,1,,1,,1,,1,,1,,1,,1,533,4,,1,,1,43963.9,56,697,3,,1,1371951.49,3117,49146.13,155,,1,59339.73,193,451959.16,915,,1,33761.95,53,113394.54,195,3973.65,9,4779.14,14,64679.63,131,11541.16,15,91591.49,31,436953.65,1314,,1,395556.5,941,,1,,1,,1,,1
AAI66156,9/4/2022,3711433.33,9639,977571.63,3933963.6,1957,6773,3577364.34,6133,356499.36,649,1,44953.93,95,311393.41,415,,1,,1,,1,,1,,1,,1,,1,,1,367,1,,1,3333.65,6,394,5,,1,399917.13,716,71114.33,175,,1,95311.45,361,351595.75,491,,1,73643.9,171,19771.93,41,3776.66,7,5353.43,13,9694.41,13,3759.14,4,51154.53,91,3443163.53,5915,,1,91339.45,197,,1,,1,,1,,1
AAI66491,9/4/2022,3554949.79,5757,1919735.33,736133.55,3735,3133,494974.97,1353,351149.59,669,1,393491.71,737,474917.6,1111,,1,,1,,1,,1,,1,,1,,1,115,1,,1,,1,33716.19,36,,1,,1,597153.39,1351,75717.14,317,,1,36619.19,134,363174.49,537,,1,15613.93,43,36313.73,54,3671.57,9,3731.14,9,37357.91,34,4199.71,11,14613.44,16,391991.31,1193,,1,191993.73,493,,1,,1,,1,,1
AAI66191,9/4/2022,3333195.17,9115,1993355.99,1439939.19,3979,4136,769136.17,3351,661713.93,1996,1,76351,191,397311.71,647,,1,,1,,1,,1,,1,,1,1917.33,4,339,1,,1,,1,6963.33,13,1994.39,1,667147.51,1313,611191.34,1397,56199.16,165,,1,91414.19,397,157196.65,311,,1,33711.13,49,36967.97,73,3676.9,6,4493,14,9193.6,15,7196.65,14,41539.95,39,711146.34,3157,,1,533697.69,1531,,1,,1,,1,,1
AAI65919,9/4/2022,3695519.35,9334,3119133.31,596397.14,7637,1597,314713.19,569,391673.95,1139,1,737673.59,1667,933964.53,3131,,1,,1,,1,,1,,1,,1,991,3,119,1,,1,,1,31543.79,35,713.39,3,,1,1139316.19,3957,34134.37,99,,1,46935.94,179,319431.49,669,,1,11345.96,35,65914.36,153,713,6,1971,11,7933.4,15,,1,5717.99,9,156136.43,439,,1,331711.97,911,,1,,1,,1,,1
AAI66643,9/4/2022,3735731.49,6637,1971937.46,953994.13,4113,3514,374975.5,1115,479119.53,1399,1,91331.19,334,341115.59,791,,1,,1,,1,,1,,1,,1,363.33,1,359,3,,1,,1,9935.17,13,,1,,1,666577.49,1567,19736.14,59,,1,64394.63,335,673553.1,1359,,1,71991.71,157,34699.93,64,3349.46,5,9471.37,11,39737.91,41,16334.16,44,36657.17,54,331719.31,997,,1,317769.76,961,,1,,1,,1,,1
AAI66373,9/4/2022,3739333.36,6441,1651599.95,1199733.41,3666,3774,634533.64,1553,464319.77,1331,1,99743.69,391,439511.19,971,,1,,1,,1,,1,,1,,1,1135.99,3,,1,,1,,1,7193.39,11,495.14,9,,1,596713.64,1333,41149.37,139,,1,61965.16,315,461137.59,963,,1,73439.19,199,37117.43,54,3399.37,6,11419.71,35,33316.1,43,13363.93,33,6953.15,33,553477.57,1336,,1,316739.95,751,,1,,1,,1,,1
AAI66594,9/4/2022,3363146.39,6993,3659773.54,614373.75,5399,1495,339319.79,791,366153.97,715,1,653369.35,1319,636913.4,1419,,1,,1,,1,,1,,1,,1,1111.39,3,,1,,1,,1,33437.53,37,1119,1,,1,947515.69,1911,76199.5,314,,1,91734.69,341,393713.73,696,,1,13341.55,36,73697.96,136,9944.99,36,6934.3,34,16971.97,14,743,3,4174.95,5,334653.73,414,,1,163493.44,311,,1,,1,,1,,1
AAI64143,9/4/2022,1997136.55,3695,1196615.63,791431.93,3399,1416,376159.34,644,414373.69,763,1,343593.59,499,337641.61,463,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,13391.99,39,1369,3,,1,474336.31,1137,113517,311,,1,73649.55,315,113556.63,193,,1,36999.49,51,31741.96,65,9119.1,15,11419.56,19,4555.74,9,1335,4,1,7,339919.36,395,,1,311633.19,473,,1,,1,,1,,1
AAI66471,9/4/2022,3116635.33,9136,1371554.99,1646191.34,3191,4946,933311.13,3919,713979.31,3137,1,197194.19,393,397146.16,649,,1,,1,,1,,1,,1,,1,377.49,1,,1,315.66,1,,1,11441.3,13,315,1,,1,533957.74,1353,113515.99,364,,1,99511.79,345,376331.66,616,,1,47665.47,134,33147.41,53,5735.37,34,13933.61,31,17991.96,33,4697.13,9,35179.19,13,767949.94,3319,,1,547979.33,1639,,1,,1,,1,,1
AAI64474,9/4/2022,1791991.34,4164,1113779.36,777313.99,3166,1999,413333.6,941,373999.39,957,1,79767.61,171,311939.66,613,,1,,1,,1,,1,,1,,1,1991.66,3,,1,,1,,1,3653.14,4,,1,,1,439361.1,1113,19311.11,99,,1,61175.99,359,119339.51,343,,1,19673.79,41,31533.94,61,369,1,5593,13,31133.67,35,5394.39,3,19411.17,46,379393.65,934,,1,393363.33,644,,1,,1,,1,,1
AAI63973,9/4/2022,1431799.39,3636,965793.31,454995.19,3331,1315,333411.4,693,331594.69,633,1,99134.99,331,199133.53,431,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,491.73,3,49,1,79915.69,179,415177.53,1164,31716.77,66,,1,39573.96,131,163713.17,363,,1,19731.9,53,17153.31,37,1967.57,7,651,7,5913.15,11,977,4,5513.35,16,197913.17,599,,1,161713.93,439,,1,,1,,1,,1
AAI66371,9/4/2022,3913173.37,7493,1743917.19,1161355.19,4339,3154,341134.47,693,919131.63,3473,1,113761.15,399,331433.66,753,,1,,1,,1,,1,,1,,1,1677.39,1,469,1,,1,,1,6946.9,14,,1,,1,933947.43,3439,59573.49,146,,1,94933.17,369,331199.14,711,,1,43163.19,111,39999.19,111,1919.13,3,3434,9,11414.35,33,4197.99,7,3661.39,31,149911.73,477,,1,675136.37,3175,,1,,1,,1,,1
AAI66355,9/4/2022,4356313.39,13161,3643799.17,713535.11,9939,3333,479463.69,1434,334163.43,799,1,773141.47,3115,1331141.14,3365,,1,,1,,1,,1,,1,,1,749.95,3,,1,545.14,3,,1,9969.13,31,3334.14,11,,1,1319131.91,3416,313961.59,633,,1,93513.13,393,369449.67,993,,1,36179.74,95,51593.67,131,6917.95,34,5513,35,3916.9,7,,1,9117.63,11,334933.33,657,,1,116633.51,376,,1,,1,,1,,1
AAI63911,9/4/2022,1949436.93,4361,1561175.19,399361.64,3445,915,193369.3,436,315993.44,499,1,449319.19,991,317539.41,734,,1,,1,,1,,1,,1,,1,,1,,1,159,1,,1,9593.63,11,,1,,1,513473.56,1319,19193.74,63,,1,35795.93,99,191654.94,395,,1,7599.41,19,51474.36,93,3975.14,6,1919,7,13497.97,17,3349,3,17743.43,6,156411.79,345,,1,169433.3,363,,1,,1,,1,,1
AAI64111,9/4/2022,3341155.47,9114,3653617.76,599447.71,5911,3193,116519.61,399,491939.1,1914,1,371339.77,573,515799.77,1165,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,17399.13,36,,1,,1,1356765.93,3171,73445.99,194,,1,93915.95,379,391591.36,749,,1,19531.67,63,74747.19,164,3113.57,5,13131.57,31,33339.99,36,1445,1,4969.14,39,7553.63,37,,1,365136.11,1443,,1,,1,,1,,1
AAI66165,9/4/2022,3911134.19,9351,3637533.94,1173611.34,6135,3316,779349.59,1945,394351.76,1371,1,591694.11,1317,519139.91,1316,,1,,1,,1,,1,,1,,1,355.63,1,,1,,1,,1,19195.35,37,94,1,,1,999714.7,3539,99974.33,314,,1,131773.57,549,411919.79,957,,1,39311.39,71,93116.11,173,5574.49,11,5511.97,15,17111.91,17,711.57,4,9516.65,9,641615.95,1549,,1,337961.36,633,,1,,1,,1,,1
AAI65911,9/4/2022,996174.46,3179,591593.63,314491.94,1319,959,194117.37,571,111364.57,399,1,313311.34,469,35396.49,93,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,3939.55,6,,1,,1,319936.93,533,19965.6,43,,1,11965.46,41,94444.66,177,,1,4756.51,11,31694.31,39,,1,3513.95,3,3599.94,7,433.57,1,11611.63,9,171573.13,517,,1,91697.19,334,,1,,1,,1,,1
AAI64134,9/4/2022,3636467.14,6657,1667115.11,959363.13,4331,3337,533631.94,1339,436741.19,1199,1,171697.94,473,477193.91,1331,,1,,1,,1,,1,,1,,1,1331.66,3,1333.57,1,,1,,1,1933.14,5,1353.57,3,,1,739955.63,1995,46795.35,139,,1,99361.19,316,317595.61,496,,1,44453.19,91,44961.39,113,4495.64,11,4391.74,13,14191.53,31,1433.14,6,9766.33,15,463339.63,1155,,1,395646.9,671,,1,,1,,1,,1
AAI65911,9/4/2022,3531439.99,7155,3797794.39,733644.7,4974,3191,335915.74,993,397739.96,1199,1,569719.37,961,636997.34,1161,,1,,1,,1,,1,,1,,1,351.96,1,596,3,339,1,,1,39349.69,37,1139,3,,1,914376.61,1917,49139.53,164,,1,95315.93,336,371734.11,635,,1,33143.13,45,111711.19,175,7351.19,34,14131.65,41,134193.47,93,6969.37,19,61561.96,16,363533.94,759,,1,366955,664,,1,,1,,1,,1
